NAME,STATE,COUNTY,x,y
Ione,WA,Pend Oreille County,-117.419,48.741
Graceton,MN,Lake of the Woods County,-94.836,48.741
Oilmont,MT,Toole County,-111.842,48.74
Saint Mary,MT,Glacier County,-113.429,48.736
Lake Bronson,MN,Kittson County,-96.664,48.735
Tolley,ND,Renville County,-101.829,48.728
Moyie Springs,ID,Boundary County,-116.191,48.726
Maxbass,ND,Bottineau County,-101.144,48.722
Acme,WA,Whatcom County,-122.208,48.717
Newburg,ND,Bottineau County,-100.918,48.715
Diablo,WA,Whatcom County,-121.144,48.713
Evans,WA,Stevens County,-118.027,48.713
Baudette,MN,Lake of the Woods County,-94.6,48.713
Perth,ND,Towner County,-99.461,48.71
Omemee,ND,Bottineau County,-100.359,48.707
Tonasket,WA,Okanogan County,-119.441,48.705
Trego,MT,Lincoln County,-114.871,48.705
Greenbush,MN,Roseau County,-96.182,48.701
Pencer,MN,Roseau County,-95.638,48.699
Coalridge,MT,Sheridan County,-104.19,48.698
Eastsound,WA,San Juan County,-122.908,48.696
Santa Rita,MT,Glacier County,-112.32,48.692
Antelope,MT,Sheridan County,-104.457,48.692
Kramer,ND,Bottineau County,-100.711,48.692
Tiger,WA,Pend Oreille County,-117.41,48.691
Bonners Ferry,ID,Boundary County,-116.318,48.691
Clementson,MN,Lake of the Woods County,-94.437,48.691
Bowesmont,ND,Pembina County,-97.183,48.689
Waldron,WA,San Juan County,-123.036,48.688
Niobe,ND,Ward County,-102.218,48.688
Mountain,ND,Pembina County,-97.866,48.685
Overly,ND,Bottineau County,-100.153,48.678
Kenmare,ND,Ward County,-102.083,48.675
Newhalem,WA,Whatcom County,-121.25,48.673
Stryker,MT,Lincoln County,-114.782,48.672
Osnabrock,ND,Cavalier County,-98.15,48.67
Munich,ND,Cavalier County,-98.838,48.667
Rolette,ND,Rolette County,-99.844,48.665
Halma,MN,Kittson County,-96.601,48.661
Eckman,ND,Bottineau County,-101.059,48.66
Wannaska,MN,Roseau County,-95.735,48.658
Wickersham,WA,Whatcom County,-122.216,48.655
Rosario,WA,San Juan County,-122.879,48.649
Republic,WA,Ferry County,-118.741,48.648
Kennedy,MN,Kittson County,-96.91,48.642
Mylo,ND,Rolette County,-99.613,48.635
Nordman,ID,Bonner County,-116.948,48.634
Calio,ND,Cavalier County,-98.935,48.632
Loma,ND,Cavalier County,-98.536,48.631
Cut Bank,MT,Glacier County,-112.33,48.63
Wildrose,ND,Williams County,-103.186,48.63
Lansford,ND,Bottineau County,-101.376,48.63
Alsen,ND,Cavalier County,-98.706,48.628
Manitou,MN,Koochiching County,-93.993,48.628
Milton,ND,Cavalier County,-98.046,48.627
Egeland,ND,Towner County,-99.098,48.625
Indus,MN,Koochiching County,-93.838,48.625
Bisbee,ND,Towner County,-99.381,48.623
Lake McDonald,MT,Flathead County,-113.874,48.621
Urban,WA,Skagit County,-122.691,48.62
Saint Thomas,ND,Pembina County,-97.446,48.618
Grenora,ND,Williams County,-103.939,48.617
Grano,ND,Renville County,-101.586,48.615
Ural,MT,Lincoln County,-115.249,48.613
Ranier,MN,Koochiching County,-93.347,48.613
Samish,WA,Skagit County,-122.438,48.611
Kettle Falls,WA,Stevens County,-118.058,48.611
Lost Creek,WA,Pend Oreille County,-117.365,48.609
Chinook,MT,Blaine County,-109.243,48.607
Reserve,MT,Sheridan County,-104.458,48.607
Willow City,ND,Bottineau County,-100.296,48.605
Orcas,WA,San Juan County,-122.944,48.602
International Falls,MN,Koochiching County,-93.411,48.601
Crystal,ND,Pembina County,-97.673,48.598
Lohman,MT,Blaine County,-109.411,48.596
McGregor,ND,Williams County,-102.929,48.595
Blanchard,WA,Skagit County,-122.419,48.593
Mazama,WA,Okanogan County,-120.407,48.592
Gardar,ND,Pembina County,-97.876,48.59
Dagmar,MT,Sheridan County,-104.2,48.584
Alamo,ND,Williams County,-103.469,48.582
Shaw Island,WA,San Juan County,-122.927,48.58
Upham,ND,McHenry County,-100.731,48.58
Larslan,MT,Valley County,-106.195,48.578
Nanson,ND,Rolette County,-99.783,48.578
Nekoma,ND,Cavalier County,-98.373,48.578
Karlstad,MN,Kittson County,-96.521,48.577
Blackfoot,MT,Glacier County,-112.879,48.575
Kremlin,MT,Hill County,-110.09,48.575
Robbin,MN,Kittson County,-97.141,48.575
Zahl,ND,Williams County,-103.693,48.573
Donaldson,MN,Kittson County,-96.897,48.572
Naples,ID,Boundary County,-116.394,48.571
Fresno,MT,Hill County,-109.987,48.566
Gildford,MT,Hill County,-110.305,48.565
Powers Lake,ND,Burke County,-102.652,48.563
Bow,WA,Skagit County,-122.401,48.561
Ethridge,MT,Toole County,-112.123,48.558
Inverness,MT,Hill County,-110.694,48.558
Rudyard,MT,Hill County,-110.557,48.558
Conconully,WA,Okanogan County,-119.752,48.557
Joplin,MT,Liberty County,-110.776,48.557
Browning,MT,Glacier County,-113.014,48.555
Hingham,MT,Hill County,-110.423,48.555
Strathcona,MN,Roseau County,-96.17,48.554
Havre,MT,Hill County,-109.672,48.553
Aeneas,WA,Okanogan County,-118.982,48.547
Colville,WA,Stevens County,-117.908,48.547
Kiowa,MT,Glacier County,-113.271,48.547
Skime,MN,Roseau County,-95.603,48.547
Olney,MT,Flathead County,-114.582,48.546
Coulee,ND,Mountrail County,-102.014,48.545
Harlem,MT,Blaine County,-108.784,48.541
Hampden,ND,Ramsey County,-98.66,48.54
Concrete,WA,Skagit County,-121.749,48.539
Friday Harbor,WA,San Juan County,-123.011,48.534
Hoople,ND,Walsh County,-97.636,48.533
Marblemount,WA,Skagit County,-121.452,48.528
Apgar,MT,Flathead County,-113.995,48.528
Lyman,WA,Skagit County,-122.065,48.527
Ruby,WA,Pend Oreille County,-117.301,48.522
Pelland,MN,Koochiching County,-93.575,48.522
Synarep,WA,Okanogan County,-119.334,48.521
Glenburn,ND,Renville County,-101.224,48.515
Anacortes,WA,Skagit County,-122.615,48.512
Loman,MN,Koochiching County,-93.803,48.512
Chester,MT,Liberty County,-110.971,48.511
Donnybrook,ND,Ward County,-101.888,48.51
Barton,ND,Pierce County,-100.176,48.507
Shelby,MT,Toole County,-111.859,48.505
Medicine Lake,MT,Sheridan County,-104.501,48.504
Sedro-Wooley,WA,Skagit County,-122.24,48.503
Riverside,WA,Okanogan County,-119.509,48.502
Warland,MT,Lincoln County,-115.289,48.5
West Glacier,MT,Flathead County,-113.981,48.5
Bantry,ND,McHenry County,-100.613,48.498
Wolford,ND,Pierce County,-99.708,48.498
Edinburg,ND,Walsh County,-97.866,48.495
Strandquist,MN,Marshall County,-96.448,48.49
Fairdale,ND,Walsh County,-98.23,48.489
Ericsburg,MN,Koochiching County,-93.332,48.488
Cando,ND,Towner County,-99.212,48.486
Rockport,WA,Skagit County,-121.6,48.485
Cashel,ND,Walsh County,-97.299,48.485
Fort Belknap Agency,MT,Blaine County,-108.767,48.483
Coolin,ID,Bonner County,-116.851,48.48
Elmira,ID,Bonner County,-116.464,48.48
Lostwood,ND,Mountrail County,-102.423,48.477
Burlington,WA,Skagit County,-122.328,48.475
Dunkirk,MT,Toole County,-111.666,48.475
Galata,MT,Toole County,-111.353,48.475
Savoy,MT,Blaine County,-108.549,48.473
Nash,ND,Walsh County,-97.521,48.472
Lothair,MT,Liberty County,-111.233,48.471
Devon,MT,Toole County,-111.48,48.467
Troy,MT,Lincoln County,-115.896,48.463
Saco,MT,Phillips County,-107.344,48.457
Coburg,MT,Blaine County,-108.441,48.453
Richardson,WA,San Juan County,-122.901,48.451
Starkweather,ND,Ramsey County,-98.88,48.45
Stephen,MN,Marshall County,-96.873,48.45
Similk Beach,WA,Skagit County,-122.581,48.447
East Glacier Park,MT,Glacier County,-113.215,48.442
Middle River,MN,Marshall County,-96.165,48.434
Laredo,MT,Hill County,-109.892,48.43
Rice,WA,Stevens County,-118.172,48.428
Beaverton,MT,Valley County,-107.255,48.424
Mount Vernon,WA,Skagit County,-122.337,48.421
Homestead,MT,Sheridan County,-104.536,48.421
Adams,ND,Walsh County,-98.08,48.421
Coram,MT,Flathead County,-114.048,48.418
Grafton,ND,Walsh County,-97.413,48.418
Bonetraill,ND,Williams County,-103.846,48.415
Whitefish,MT,Flathead County,-114.338,48.413
Edmore,ND,Ramsey County,-98.458,48.412
Omak,WA,Okanogan County,-119.529,48.411
Ray,MN,Koochiching County,-93.211,48.41
Big Lake,WA,Skagit County,-122.244,48.403
Dodson,MT,Phillips County,-108.24,48.4
Littlefork,MN,Koochiching County,-93.556,48.399
Tioga,ND,Williams County,-102.94,48.398
Colburn,ID,Bonner County,-116.537,48.397
Deering,ND,McHenry County,-101.054,48.395
Hinsdale,MT,Valley County,-107.085,48.394
Lustre,MT,Valley County,-105.884,48.394
Hartland,ND,Ward County,-101.827,48.394
La Conner,WA,Skagit County,-122.498,48.392
Bowdoin,MT,Phillips County,-107.603,48.391
Volt,MT,Roosevelt County,-105.72,48.389
Hungry Horse,MT,Flathead County,-114.063,48.386
Libby,MT,Lincoln County,-115.551,48.383
White Earth,ND,Mountrail County,-102.774,48.38
Wagner,MT,Phillips County,-108.081,48.375
Columbia Falls,MT,Flathead County,-114.193,48.369
Neah Bay,WA,Clallam County,-124.628,48.368
Rugby,ND,Pierce County,-99.996,48.365
Berwick,ND,McHenry County,-100.249,48.362
Okanogan,WA,Okanogan County,-119.586,48.361
Daisy,WA,Stevens County,-118.162,48.361
Disautel,WA,Okanogan County,-119.239,48.36
Malta,MT,Phillips County,-107.874,48.36
Addy,WA,Stevens County,-117.839,48.356
Newfolden,MN,Marshall County,-96.331,48.355
Pinnacle,MT,Flathead County,-113.657,48.351
Vandalia,MT,Valley County,-106.916,48.35
Tagus,ND,Mountrail County,-101.934,48.347
Towner,ND,McHenry County,-100.409,48.345
Ray,ND,Williams County,-103.173,48.343
Palermo,ND,Mountrail County,-102.231,48.342
Conway,WA,Skagit County,-122.346,48.34
Knox,ND,Benson County,-99.691,48.34
Cusick,WA,Pend Oreille County,-117.299,48.337
Froid,MT,Roosevelt County,-104.492,48.336
Argyle,MN,Marshall County,-96.821,48.333
Voss,ND,Walsh County,-97.453,48.332
Box Elder,MT,Hill County,-110.007,48.323
Stanley,ND,Mountrail County,-102.39,48.317
McMurray,WA,Skagit County,-122.238,48.316
Berthold,ND,Ward County,-101.738,48.315
Denbigh,ND,McHenry County,-100.589,48.315
Usk,WA,Pend Oreille County,-117.282,48.314
Ross,ND,Mountrail County,-102.546,48.313
York,ND,Benson County,-99.575,48.312
Lankin,ND,Walsh County,-97.923,48.312
Stehekin,WA,Chelan County,-120.658,48.309
Valier,MT,Pondera County,-112.251,48.308
Pisek,ND,Walsh County,-97.709,48.308
Gifford,WA,Stevens County,-118.148,48.306
Tampico,MT,Valley County,-106.828,48.305
Lawton,ND,Ramsey County,-98.368,48.302
Grygla,MN,Marshall County,-95.619,48.301
Wheelock,ND,Williams County,-103.255,48.297
Oak Harbor,WA,Island County,-122.64,48.292
Holt,MN,Marshall County,-96.193,48.292
Lloyd,MT,Blaine County,-109.363,48.29
Leeds,ND,Benson County,-99.443,48.29
Minto,ND,Walsh County,-97.373,48.288
Malott,WA,Okanogan County,-119.71,48.283
Four Town,MN,Beltrami County,-95.336,48.281
Webster,ND,Ramsey County,-98.879,48.28
Burlington,ND,Ward County,-101.428,48.279
Epping,ND,Williams County,-103.358,48.278
Sandpoint,ID,Bonner County,-116.555,48.277
Essex,MT,Flathead County,-113.621,48.277
Chewelah,WA,Stevens County,-117.717,48.276
Oso,WA,Snohomish County,-121.932,48.27
Granville,ND,McHenry County,-100.843,48.268
Churchs Ferry,ND,Ramsey County,-99.201,48.268
Crane Lake,MN,Saint Louis County,-92.489,48.266
Ledger,MT,Pondera County,-111.824,48.26
Des Lacs,ND,Ward County,-101.563,48.258
Rocky Boy,MT,Hill County,-109.789,48.256
Darrington,WA,Snohomish County,-121.604,48.255
Clallam Bay,WA,Clallam County,-124.261,48.253
Dover,ID,Bonner County,-116.613,48.251
Carlton,WA,Okanogan County,-120.119,48.248
Dalkena,WA,Pend Oreille County,-117.24,48.245
Stanwood,WA,Snohomish County,-122.373,48.241
McCabe,MT,Roosevelt County,-104.377,48.241
Bryant,WA,Snohomish County,-122.161,48.238
San de Fuca,WA,Island County,-122.726,48.235
Surrey,ND,Ward County,-101.136,48.235
Conway,ND,Walsh County,-97.678,48.233
Minot,ND,Ward County,-101.295,48.231
Radium,MN,Marshall County,-96.619,48.227
Evergreen,MT,Flathead County,-114.278,48.226
Coupeville,WA,Island County,-122.689,48.22
Covada,WA,Ferry County,-118.211,48.22
Viking,MN,Marshall County,-96.407,48.219
Forest River,ND,Walsh County,-97.465,48.215
Brocket,ND,Ramsey County,-98.356,48.213
Fordville,ND,Walsh County,-97.793,48.21
Kalispell,MT,Flathead County,-114.317,48.202
Kewa,WA,Ferry County,-118.281,48.201
Lucerne,WA,Chelan County,-120.595,48.199
Arlington,WA,Snohomish County,-122.128,48.198
Glasgow,MT,Valley County,-106.637,48.198
Grand Falls,MN,Koochiching County,-93.793,48.198
Warren,MN,Marshall County,-96.774,48.197
Algoma,ID,Bonner County,-116.574,48.196
Oslo,MN,Marshall County,-97.133,48.195
Alvarado,MN,Marshall County,-96.999,48.193
Big Falls,MN,Koochiching County,-93.807,48.191
Dupuyer,MT,Pondera County,-112.504,48.19
Rosewood,MN,Marshall County,-96.291,48.189
Priest River,ID,Bonner County,-116.907,48.186
Creston,MT,Flathead County,-114.141,48.186
Newport,WA,Pend Oreille County,-117.045,48.183
Fillmore,ND,Benson County,-99.8,48.183
Brinsmade,ND,Benson County,-99.325,48.182
Oldtown,ID,Bonner County,-117.041,48.18
Big Sandy,MT,Chouteau County,-110.119,48.179
Valley,WA,Stevens County,-117.727,48.175
Warm Beach,WA,Snohomish County,-122.367,48.17
Conrad,MT,Pondera County,-111.944,48.169
Nespelem,WA,Okanogan County,-118.978,48.167
Balta,ND,Pierce County,-100.038,48.166
Harlow,ND,Benson County,-99.52,48.165
Waskish,MN,Beltrami County,-94.513,48.161
Simcoe,ND,McHenry County,-100.868,48.16
Baker,ND,Benson County,-99.648,48.16
Southam,ND,Ramsey County,-98.558,48.16
Whitman,ND,Nelson County,-98.118,48.158
Belden,ND,Mountrail County,-102.359,48.154
Cedonia,WA,Stevens County,-118.171,48.153
Thama,ID,Bonner County,-116.85,48.153
Lakewood,WA,Snohomish County,-122.21,48.152
Inkster,ND,Grand Forks County,-97.646,48.152
Brockton,MT,Roosevelt County,-104.918,48.151
Williston,ND,Williams County,-103.631,48.147
Dungeness,WA,Clallam County,-123.126,48.146
Clark Fork,ID,Bonner County,-116.178,48.145
Culbertson,MT,Roosevelt County,-104.518,48.143
Goodridge,MN,Pennington County,-95.81,48.143
Monse,WA,Okanogan County,-119.681,48.141
Bainville,MT,Roosevelt County,-104.223,48.141
Joyce,WA,Clallam County,-123.737,48.136
Nashua,MT,Valley County,-106.362,48.135
Methow,WA,Okanogan County,-120.006,48.13
Kila,MT,Flathead County,-114.473,48.122
Buyck,MN,Saint Louis County,-92.524,48.122
Thief River Falls,MN,Pennington County,-96.182,48.119
Port Angeles,WA,Clallam County,-123.433,48.118
Port Townsend,WA,Jefferson County,-122.763,48.117
Hunters,WA,Stevens County,-118.204,48.117
Nett Lake,MN,Saint Louis County,-93.095,48.111
Devils Lake,ND,Ramsey County,-98.865,48.11
Cocolalla,ID,Bonner County,-116.619,48.108
Poplar,MT,Roosevelt County,-105.199,48.106
Marion,MT,Flathead County,-114.665,48.105
Cusson,MN,Saint Louis County,-92.843,48.102
Robe,WA,Snohomish County,-121.824,48.101
Greenbank,WA,Island County,-122.576,48.098
Mabana,WA,Island County,-122.415,48.096
Brewster,WA,Okanogan County,-119.783,48.096
Margie,MN,Koochiching County,-93.94,48.095
Karlsruhe,ND,McHenry County,-100.623,48.092
Orrin,ND,Pierce County,-100.166,48.092
Sawyer,ND,Ward County,-101.056,48.088
Wolf Point,MT,Roosevelt County,-105.645,48.087
Granite Falls,WA,Snohomish County,-121.972,48.084
Gilby,ND,Grand Forks County,-97.469,48.083
Holt,MT,Flathead County,-114.112,48.082
Angus,MN,Polk County,-96.704,48.081
Sequim,WA,Clallam County,-123.105,48.079
Keller,WA,Ferry County,-118.687,48.079
Somers,MT,Flathead County,-114.228,48.079
Tabor,MN,Polk County,-96.864,48.079
Silverton,WA,Snohomish County,-121.57,48.078
Manvel,ND,Grand Forks County,-97.178,48.075
Lakewood Park,ND,Ramsey County,-98.931,48.073
Pendroy,MT,Teton County,-112.301,48.072
Fruitland,WA,Stevens County,-118.201,48.071
Sappho,WA,Clallam County,-124.282,48.07
Trenton,ND,Williams County,-103.843,48.07
Minnewaukan,ND,Benson County,-99.251,48.07
Crary,ND,Ramsey County,-98.641,48.07
Tulalip,WA,Snohomish County,-122.295,48.068
Bigfork,MT,Flathead County,-114.08,48.064
Frazer,MT,Valley County,-106.045,48.063
Loon Lake,WA,Stevens County,-117.634,48.061
Velva,ND,McHenry County,-100.933,48.06
Heron,MT,Sanders County,-115.959,48.059
Tyee,WA,Clallam County,-124.347,48.058
Springdale,WA,Stevens County,-117.743,48.057
Orr,MN,Saint Louis County,-92.832,48.053
Marysville,WA,Snohomish County,-122.179,48.052
Pateros,WA,Okanogan County,-119.906,48.051
Oswego,MT,Valley County,-105.885,48.051
Nordland,WA,Jefferson County,-122.694,48.05
Mission Beach,WA,Snohomish County,-122.276,48.049
Belvedere,WA,Okanogan County,-118.987,48.049
High Landing,MN,Pennington County,-95.809,48.049
Camden,WA,Pend Oreille County,-117.242,48.047
Lakota,ND,Nelson County,-98.337,48.04
Langley,WA,Island County,-122.416,48.038
Esmond,ND,Benson County,-99.766,48.037
Lodge Pole,MT,Blaine County,-108.534,48.035
Careywood,ID,Bonner County,-116.645,48.034
Brady,MT,Pondera County,-111.852,48.032
Hadlock,WA,Jefferson County,-122.761,48.031
Park Grove,MT,Valley County,-106.447,48.03
Plaza,ND,Mountrail County,-101.96,48.027
Michigan,ND,Nelson County,-98.123,48.023
Blyn,WA,Clallam County,-123.009,48.022
Sherack,MN,Polk County,-96.782,48.021
Voltaire,ND,McHenry County,-100.844,48.02
Lakeside,MT,Flathead County,-114.229,48.019
Lake Stevens,WA,Snohomish County,-122.068,48.018
Blanchard,ID,Bonner County,-116.986,48.017
Virgelle,MT,Chouteau County,-110.25,48.017
Koontzville,WA,Okanogan County,-118.95,48.015
Mekinock,ND,Grand Forks County,-97.366,48.015
Saint Hilaire,MN,Pennington County,-96.215,48.014
Petersburg,ND,Nelson County,-97.999,48.012
Wheeler,MT,Valley County,-106.512,48.011
Fort Peck,MT,Valley County,-106.449,48.011
Chimacum,WA,Jefferson County,-122.771,48.01
Freeland,WA,Island County,-122.529,48.009
Pigeon River,MN,Cook County,-89.709,48.009
Bridgeport,WA,Douglas County,-119.674,48.008
Ponemah,MN,Beltrami County,-94.929,48.004
Guthrie,ND,McHenry County,-100.383,48.003
Buford,ND,Williams County,-103.994,47.998
Nohly,MT,Richland County,-104.092,47.996
Clayton,WA,Stevens County,-117.56,47.995
Agawam,MT,Teton County,-112.171,47.995
Niagara,ND,Grand Forks County,-97.869,47.995
Midvale Corner,WA,Island County,-122.42,47.992
Hays,MT,Blaine County,-108.696,47.989
Fort Totten,ND,Benson County,-98.986,47.987
Bayview,ID,Kootenai County,-116.562,47.98
Bynum,MT,Teton County,-112.311,47.979
Clinton,WA,Island County,-122.358,47.978
Everett,WA,Snohomish County,-122.205,47.978
Cavalero Corner,WA,Snohomish County,-122.138,47.978
New Leipzig,ND,Grant County,-102.493,47.977
Saum,MN,Beltrami County,-94.678,47.975
Gemmell,MN,Koochiching County,-94.124,47.973
Euclid,MN,Polk County,-96.639,47.972
Lakeview,ID,Bonner County,-116.449,47.97
Gheen,MN,Saint Louis County,-92.809,47.968
Milan,WA,Spokane County,-117.334,47.967
Coulee Dam,WA,Okanogan County,-118.978,47.965
Grand Portage,MN,Cook County,-89.685,47.964
Makoti,ND,Ward County,-101.804,47.962
Maddock,ND,Benson County,-99.53,47.962
Parshall,ND,Mountrail County,-102.134,47.955
Deer Park,WA,Spokane County,-117.479,47.954
Andes,MT,Richland County,-104.543,47.954
Balfour,ND,McHenry County,-100.538,47.953
Forks,WA,Clallam County,-124.388,47.95
Athol,ID,Kootenai County,-116.71,47.948
Eagleton,MT,Chouteau County,-109.785,47.945
Mukilteo,WA,Snohomish County,-122.301,47.944
Three Lakes,WA,Snohomish County,-122.013,47.944
Kelliher,MN,Beltrami County,-94.449,47.942
Grand Coulee,WA,Grant County,-119.005,47.941
Glendale,WA,Island County,-122.361,47.939
Maxwelton,WA,Island County,-122.439,47.937
Azwell,WA,Chelan County,-119.878,47.937
Aylmer,ND,Pierce County,-100.194,47.932
Loma,MT,Chouteau County,-110.495,47.93
East Grand Forks,MN,Polk County,-97.026,47.93
Dorothy,MN,Red Lake County,-96.447,47.928
Keene,ND,McKenzie County,-102.941,47.927
Winton,MN,Lake County,-91.801,47.926
Beaver Valley,WA,Jefferson County,-122.733,47.925
Port Ludlow,WA,Jefferson County,-122.685,47.925
Collins,MT,Teton County,-111.812,47.925
Mizpah,MN,Koochiching County,-94.204,47.924
Swan Lake,MT,Lake County,-113.844,47.923
Tokio,ND,Benson County,-98.818,47.923
Sioux Pass,MT,Richland County,-104.325,47.922
Dore,ND,McKenzie County,-104.032,47.922
Oberon,ND,Benson County,-99.209,47.922
Grand Forks,ND,Grand Forks County,-97.039,47.92
Hansville,WA,Kitsap County,-122.557,47.918
Ryder,ND,Ward County,-101.675,47.918
Possession,WA,Island County,-122.379,47.917
Emerado,ND,Grand Forks County,-97.369,47.915
Snohomish,WA,Snohomish County,-122.101,47.912
Plummer,MN,Red Lake County,-96.042,47.911
Miles,WA,Lincoln County,-118.294,47.91
La Push,WA,Clallam County,-124.641,47.909
Ford,WA,Stevens County,-117.808,47.908
Fairmont,WA,Snohomish County,-122.246,47.907
Larimore,ND,Grand Forks County,-97.63,47.907
Rollins,MT,Lake County,-114.207,47.906
Craigville,MN,Koochiching County,-93.613,47.903
Ely,MN,Saint Louis County,-91.867,47.903
South Snohomish,WA,Snohomish County,-122.111,47.898
Landusky,MT,Phillips County,-108.624,47.898
Proctor,MT,Lake County,-114.307,47.892
Leland,WA,Jefferson County,-122.889,47.891
Larimers Corner,WA,Snohomish County,-122.147,47.891
Chattaroy,WA,Spokane County,-117.36,47.89
Wellpinit,WA,Stevens County,-117.99,47.888
Sun Prairie,MT,Phillips County,-107.673,47.886
Manson,WA,Chelan County,-120.161,47.884
Roosevelt,WA,Snohomish County,-122.012,47.883
Farmington,MT,Teton County,-112.167,47.882
Anamoose,ND,McHenry County,-100.242,47.882
Red Lake Falls,MN,Red Lake County,-96.275,47.882
Redby,MN,Beltrami County,-94.914,47.879
Murphys Corner,WA,Snohomish County,-122.21,47.878
Red Lake,MN,Beltrami County,-95.018,47.876
Leroy,MT,Blaine County,-109.32,47.874
Shooks,MN,Beltrami County,-94.439,47.874
Northome,MN,Koochiching County,-94.281,47.873
Shine,WA,Jefferson County,-122.679,47.868
Selz,ND,Pierce County,-99.893,47.868
Dayton,MT,Lake County,-114.283,47.863
Eglon,WA,Kitsap County,-122.517,47.862
