NAME,STATE,COUNTY,x,y
Coaling,AL,Tuscaloosa County,-87.341,33.159
Carlsbad,CA,San Diego County,-117.353,33.158
Haskell,TX,Haskell County,-99.734,33.158
Bent,NM,Otero County,-105.856,33.157
Mescalero,NM,Otero County,-105.773,33.157
Mount Pleasant,TX,Titus County,-94.969,33.157
Frisco,TX,Collin County,-96.824,33.151
Roanoke,AL,Randolph County,-85.372,33.151
Saint Clair,GA,Burke County,-82.217,33.151
Paradise,TX,Wise County,-97.688,33.15
Campbell,TX,Hunt County,-95.952,33.148
Queen City,TX,Cass County,-94.149,33.148
Prairie Point,MS,Noxubee County,-88.379,33.148
Marvel,AL,Bibb County,-87.003,33.147
Fayetteville,AL,Talladega County,-86.406,33.146
Elephant Butte,NM,Sierra County,-107.19,33.145
San Marcos,CA,San Diego County,-117.167,33.143
Primrose,GA,Meriwether County,-84.742,33.143
McDonald,NM,Lea County,-103.318,33.142
Dorchester,SC,Dorchester County,-80.394,33.14
Bylas,AZ,Graham County,-110.126,33.139
Greenville,TX,Hunt County,-96.114,33.139
Sulphur Springs,TX,Hopkins County,-95.601,33.139
Cumby,TX,Hopkins County,-95.84,33.138
Bloomburg,TX,Cass County,-94.058,33.138
Truth Or Consequences,NM,Sierra County,-107.243,33.134
Aspermont,TX,Stonewall County,-100.228,33.134
Magma,AZ,Pinal County,-111.501,33.132
Augustus,TX,Garza County,-101.3,33.131
Old Glory,TX,Stonewall County,-100.057,33.13
Aliceville,AL,Pickens County,-88.152,33.13
Crossett,AR,Ashley County,-91.961,33.128
Calipatria,CA,Imperial County,-115.516,33.126
Kline,SC,Barnwell County,-81.342,33.126
Louisville,MS,Winston County,-89.055,33.124
Oakley,SC,Berkeley County,-80.019,33.124
Howard,MS,Holmes County,-90.191,33.123
Mule Creek,NM,Grant County,-108.958,33.122
Parkdale,AR,Ashley County,-91.546,33.122
Overbrook,AL,Talladega County,-86.198,33.122
Wadley,AL,Randolph County,-85.566,33.122
Ethel,MS,Attala County,-89.466,33.121
Escondido,CA,San Diego County,-117.089,33.12
Brashear,TX,Hopkins County,-95.734,33.119
Atlanta,AR,Columbia County,-93.053,33.119
West Blocton,AL,Bibb County,-87.125,33.118
Macon,MS,Noxubee County,-88.564,33.117
Milner,GA,Lamar County,-84.196,33.117
Linton,GA,Hancock County,-82.992,33.117
Wesson,AR,Union County,-92.763,33.115
Atlanta,TX,Cass County,-94.165,33.114
Lexington,MS,Holmes County,-90.053,33.113
Kelvin,AZ,Pinal County,-110.975,33.112
Hagerman,NM,Chaves County,-104.331,33.111
Round Oak,GA,Jones County,-83.615,33.111
Eudora,AR,Chicot County,-91.263,33.11
Percy,MS,Washington County,-90.88,33.109
Strong,AR,Union County,-92.357,33.108
Juliette,GA,Monroe County,-83.8,33.108
Graham,TX,Young County,-98.59,33.107
Grover,SC,Dorchester County,-80.595,33.106
Allen,TX,Collin County,-96.671,33.103
Calera,AL,Shelby County,-86.754,33.103
Zebulon,GA,Pike County,-84.343,33.102
Warthen,GA,Washington County,-82.804,33.102
Chatham,MS,Washington County,-91.098,33.101
Montevallo,AL,Shelby County,-86.864,33.101
Taylor,AR,Columbia County,-93.461,33.1
Bradley,AR,Lafayette County,-93.655,33.098
Emerson,AR,Columbia County,-93.193,33.098
Ulmer,SC,Allendale County,-81.208,33.098
Silver City,MS,Humphreys County,-90.497,33.097
Ehrhardt,SC,Bamberg County,-81.014,33.097
Huger,SC,Berkeley County,-79.803,33.097
Price,AZ,Pinal County,-111.234,33.096
Ridgeville,SC,Dorchester County,-80.315,33.096
Fosters,AL,Tuscaloosa County,-87.686,33.095
Joplin,TX,Jack County,-97.995,33.094
Gay,GA,Meriwether County,-84.574,33.094
Olberg,AZ,Pinal County,-111.688,33.093
Doddridge,AR,Miller County,-93.909,33.092
Gough,GA,Burke County,-82.226,33.092
Purley,TX,Franklin County,-95.263,33.091
Concord,GA,Pike County,-84.437,33.091
Waynesboro,GA,Burke County,-82.015,33.09
Smoaks,SC,Colleton County,-80.814,33.09
McClellanville,SC,Charleston County,-79.461,33.089
Mashulaville,MS,Noxubee County,-88.744,33.087
Justin,TX,Denton County,-97.297,33.085
Louise,GA,Troup County,-84.936,33.084
Milledgeville,GA,Baldwin County,-83.232,33.081
Millett,SC,Allendale County,-81.536,33.081
Copeville,TX,Collin County,-96.416,33.08
Julian,CA,San Diego County,-116.603,33.079
Morenci,AZ,Greenlee County,-109.367,33.079
Boyd,TX,Wise County,-97.566,33.079
Thornton,MS,Holmes County,-90.323,33.079
Stewartville,AL,Coosa County,-86.244,33.079
Durant,MS,Holmes County,-89.852,33.078
Geronimo,AZ,Graham County,-110.036,33.077
Sagerton,TX,Haskell County,-99.956,33.077
Tularosa,NM,Otero County,-106.02,33.075
Del Dios,CA,San Diego County,-117.123,33.073
Martin,SC,Allendale County,-81.476,33.069
Leucadia,CA,San Diego County,-117.305,33.068
Evansville,GA,Troup County,-85.222,33.067
Caddo Mills,TX,Hunt County,-96.228,33.066
Readland,AR,Chicot County,-91.214,33.066
Cochrane,AL,Pickens County,-88.251,33.066
Goodwater,AL,Coosa County,-86.053,33.066
Wayside,GA,Jones County,-83.608,33.066
Kosciusko,MS,Attala County,-89.589,33.063
Christmas,AZ,Gila County,-110.744,33.062
Duncanville,AL,Tuscaloosa County,-87.445,33.062
Como,TX,Hopkins County,-95.472,33.061
Engle,NM,Sierra County,-107.032,33.06
Cutter,NM,Sierra County,-107.025,33.06
Felsenthal,AR,Union County,-92.157,33.06
Maricopa,AZ,Pinal County,-112.049,33.058
Wilmot,AR,Ashley County,-91.574,33.058
Las Palomas,NM,Sierra County,-107.29,33.057
Canadys,SC,Colleton County,-80.62,33.057
Hardwick,GA,Baldwin County,-83.227,33.056
Mobile,AZ,Maricopa County,-112.273,33.055
Stroud,AL,Chambers County,-85.331,33.055
Barnesville,GA,Lamar County,-84.156,33.055
Rhome,TX,Wise County,-97.473,33.054
Kiblah,AR,Miller County,-93.896,33.052
Clifton,AZ,Greenlee County,-109.298,33.051
Midnight,MS,Humphreys County,-90.573,33.05
Meansville,GA,Pike County,-84.307,33.05
Wellman,TX,Terry County,-102.429,33.049
Lewisville,TX,Denton County,-96.994,33.046
Justiceburg,TX,Garza County,-101.204,33.043
Ramona,CA,San Diego County,-116.87,33.042
Nevada,TX,Collin County,-96.374,33.042
Girard,GA,Burke County,-81.712,33.041
Huttig,AR,Union County,-92.183,33.04
Cason,TX,Morris County,-94.815,33.039
La Grange,GA,Troup County,-85.031,33.039
Vidette,GA,Burke County,-82.247,33.038
Awendaw,SC,Charleston County,-79.613,33.038
Encinitas,CA,San Diego County,-117.294,33.037
Westmorland,CA,Inyo County,-115.624,33.037
Union,TX,Terry County,-102.222,33.037
Sycamore,SC,Allendale County,-81.222,33.036
Forsyth,GA,Monroe County,-83.938,33.035
Mount Holly,SC,Berkeley County,-80.034,33.035
Perrin,TX,Jack County,-98.07,33.034
Haddock,GA,Jones County,-83.429,33.033
Florence,AZ,Pinal County,-111.389,33.032
Buckhorn,NM,Grant County,-108.707,33.032
Daingerfield,TX,Morris County,-94.722,33.032
Flying H,NM,Chaves County,-105.138,33.029
Greenville,GA,Meriwether County,-84.713,33.029
Shepton,TX,Collin County,-96.795,33.028
Pickton,TX,Hopkins County,-95.394,33.028
Hebron,TX,Denton County,-96.864,33.027
Nitta Yuma,MS,Sharkey County,-90.85,33.025
Glen Allan,MS,Washington County,-91.03,33.024
Alexander,GA,Burke County,-81.876,33.023
Cardiff-by-the-Sea,CA,San Diego County,-117.283,33.022
McAdams,MS,Attala County,-89.688,33.022
Dames Ferry,GA,Monroe County,-83.725,33.022
Ashby,AL,Bibb County,-86.92,33.021
Rancho Santa Fe,CA,San Diego County,-117.204,33.02
Plano,TX,Collin County,-96.699,33.02
Bivins,TX,Cass County,-94.2,33.02
Summerville,SC,Dorchester County,-80.175,33.019
Piedmont,GA,Lamar County,-84.247,33.018
Deepstep,GA,Washington County,-82.969,33.018
Hyder,AZ,Yuma County,-113.35,33.017
Junction City,AR,Union County,-92.725,33.017
Ashton,SC,Colleton County,-80.97,33.016
Woodson,TX,Throckmorton County,-99.055,33.015
Murphy,TX,Collin County,-96.614,33.015
Wylie,TX,Collin County,-96.54,33.015
White,AR,Ashley County,-91.996,33.014
Linden,TX,Cass County,-94.366,33.012
Molena,GA,Pike County,-84.5,33.012
Gray,GA,Jones County,-83.534,33.01
South Bend,TX,Young County,-98.662,33.008
Allendale,SC,Allendale County,-81.308,33.008
Springhill,LA,Webster Parish,-93.467,33.006
Hayden,AZ,Gila County,-110.787,33.005
Ida,LA,Caddo Parish,-93.895,33.005
Ruffin,SC,Colleton County,-80.815,33.005
Roanoke,TX,Denton County,-97.227,33.004
Lake Arthur,NM,Chaves County,-104.366,33.002
Louisville,GA,Jefferson County,-82.411,33.002
Newark,TX,Wise County,-97.485,33.001
Kilbourne,LA,West Carroll Parish,-91.315,33
Grace,MS,Issaquena County,-90.956,33
Hughes Springs,TX,Cass County,-94.631,32.999
Glamis,CA,Imperial County,-115.074,32.998
Moundville,AL,Hale County,-87.63,32.998
Lone Oak,TX,Hunt County,-95.941,32.997
Paulette,MS,Noxubee County,-88.43,32.997
Pittsburg,TX,Camp County,-94.966,32.996
Oakland,LA,Union Parish,-92.351,32.996
Briar,TX,Wise County,-97.543,32.995
Cash,TX,Hunt County,-96.109,32.995
Eoline,AL,Bibb County,-87.232,32.995
Litroe,LA,Union Parish,-92.197,32.994
Noxapater,MS,Winston County,-89.067,32.993
Knoxville,AL,Greene County,-87.791,32.993
Solana Beach,CA,San Diego County,-117.273,32.991
Westlake,TX,Denton County,-97.196,32.991
Gassoway,LA,East Carroll Parish,-91.225,32.99
Carter,MS,Yazoo County,-90.449,32.989
Winkelman,AZ,Gila County,-110.772,32.988
Smarr,GA,Monroe County,-83.882,32.986
Ladson,SC,Charleston County,-80.11,32.986
Eden,MS,Yazoo County,-90.323,32.985
Woodbury,GA,Meriwether County,-84.583,32.984
Louise,MS,Humphreys County,-90.589,32.983
Sandersville,GA,Washington County,-82.81,32.982
Goose Creek,SC,Berkeley County,-80.032,32.981
Agnes,TX,Parker County,-97.789,32.98
Davisboro,GA,Washington County,-82.607,32.98
Brawley,CA,Imperial County,-115.531,32.979
Shuqualak,MS,Noxubee County,-88.57,32.979
Rosier,GA,Burke County,-82.242,32.979
Coolidge,AZ,Pinal County,-111.519,32.978
La Luz,NM,Otero County,-105.945,32.977
Newsome,TX,Camp County,-95.139,32.977
Sachse,TX,Dallas County,-96.596,32.976
Royse City,TX,Rockwall County,-96.333,32.976
Haslet,TX,Tarrant County,-97.348,32.975
Zama,MS,Attala County,-89.38,32.975
Topeka Junction,GA,Upson County,-84.208,32.975
Sardis,GA,Burke County,-81.757,32.975
Anguilla,MS,Sharkey County,-90.825,32.974
Caballo,NM,Sierra County,-107.31,32.972
Bon,AZ,Pinal County,-111.91,32.971
Rodessa,LA,Caddo Parish,-93.995,32.971
Ebenezer,MS,Holmes County,-90.091,32.971
Goodman,MS,Holmes County,-89.912,32.971
Cullen,LA,Webster Parish,-93.451,32.969
Stevens Pottery,GA,Baldwin County,-83.295,32.969
Fernbrook,CA,San Diego County,-116.914,32.968
Jones,LA,Morehouse Parish,-91.649,32.968
Bosque,AZ,Maricopa County,-112.599,32.967
James,GA,Jones County,-83.474,32.967
Gila,NM,Grant County,-108.578,32.966
Springtown,TX,Parker County,-97.684,32.966
Denver City,TX,Yoakum County,-102.83,32.965
O'Donnell,TX,Lynn County,-101.834,32.964
Poway,CA,San Diego County,-117.038,32.963
Addison,TX,Dallas County,-96.83,32.962
Haynesville,LA,Claiborne Parish,-93.14,32.962
Millikin,LA,East Carroll Parish,-91.226,32.962
Stovall,GA,Meriwether County,-84.852,32.961
Del Mar,CA,San Diego County,-117.266,32.96
Eliasville,TX,Young County,-98.766,32.96
Jemison,AL,Chilton County,-86.747,32.96
Cloudcroft,NM,Otero County,-105.747,32.959
Fairfax,SC,Allendale County,-81.236,32.959
Winnsboro,TX,Wood County,-95.291,32.958
Coppell,TX,Dallas County,-97.015,32.955
Carrollton,TX,Dallas County,-96.891,32.954
Munnerlyn,GA,Burke County,-81.962,32.954
Peden,TX,Tarrant County,-97.535,32.953
Pleasant Valley,TX,Dallas County,-96.57,32.953
High Rolls,NM,Otero County,-105.837,32.951
Panola,AL,Sumter County,-88.269,32.951
Colquitt,LA,Claiborne Parish,-92.974,32.95
Bolingbroke,GA,Monroe County,-83.803,32.95
Gila Bend,AZ,Maricopa County,-112.718,32.948
Richardson,TX,Dallas County,-96.73,32.948
Cypress,AL,Hale County,-87.667,32.948
Miley,SC,Hampton County,-81.031,32.948
Horn,AZ,Yuma County,-113.504,32.945
Lovington,NM,Lea County,-103.353,32.945
Seagraves,TX,Gaines County,-102.565,32.945
Stamford,TX,Jones County,-99.804,32.945
McLeod,TX,Cass County,-94.081,32.945
Bolinger,LA,Bossier Parish,-93.698,32.945
Centreville,AL,Bibb County,-87.138,32.945
Gabbettville,GA,Troup County,-85.133,32.945
Alexander City,AL,Tallapoosa County,-85.954,32.944
Southlake,TX,Tarrant County,-97.135,32.942
Mira,LA,Caddo Parish,-93.889,32.942
Shongaloo,LA,Webster Parish,-93.299,32.942
Wando,SC,Berkeley County,-79.832,32.94
Raleigh,GA,Meriwether County,-84.64,32.939
Graford,TX,Palo Pinto County,-98.248,32.938
Brent,AL,Bibb County,-87.165,32.938
Buckingham,TX,Dallas County,-96.726,32.937
Gholson,MS,Noxubee County,-88.734,32.937
Cottageville,SC,Colleton County,-80.481,32.937
Spearsville,LA,Union Parish,-92.606,32.936
Tennille,GA,Washington County,-82.811,32.936
Elk,NM,Chaves County,-105.338,32.935
Keller,TX,Tarrant County,-97.252,32.935
Grapevine,TX,Tarrant County,-97.079,32.935
Millhaven,GA,Screven County,-81.649,32.934
Tuxedo,TX,Jones County,-99.952,32.933
Fort Griffin,TX,Shackelford County,-99.231,32.932
Rockwall,TX,Rockwall County,-96.46,32.932
Point,TX,Rains County,-95.873,32.932
Lillie,LA,Union Parish,-92.657,32.932
McVille,MS,Attala County,-89.622,32.932
Yantis,TX,Wood County,-95.576,32.931
Terry,LA,West Carroll Parish,-91.349,32.93
Welch,TX,Dawson County,-102.128,32.927
Farmers Branch,TX,Dallas County,-96.897,32.927
Fullerville,TX,Scurry County,-101.066,32.926
McKinney,GA,Upson County,-84.292,32.926
Brunson,SC,Hampton County,-81.187,32.926
Beekman,LA,Morehouse Parish,-91.887,32.924
Dossville,MS,Leake County,-89.55,32.924
Durand,GA,Meriwether County,-84.769,32.922
Hanahan,SC,Berkeley County,-80.017,32.922
Stallo,MS,Neshoba County,-89.101,32.921
Theba,AZ,Maricopa County,-112.896,32.92
Hillsboro,NM,Sierra County,-107.573,32.92
La Junta,TX,Parker County,-97.6,32.92
Moxley,GA,Jefferson County,-82.391,32.92
Lone Star,TX,Morris County,-94.712,32.919
Bonita,LA,Morehouse Parish,-91.677,32.919
Randolph,AZ,Pinal County,-111.516,32.917
Glenbar,AZ,Graham County,-109.86,32.917
Thorsby,AL,Chilton County,-86.716,32.916
Kingston,NM,Sierra County,-107.705,32.915
Loop,TX,Gaines County,-102.417,32.915
Clinton,AL,Greene County,-87.992,32.914
Yatesville,GA,Upson County,-84.142,32.914
Salesville,TX,Palo Pinto County,-98.089,32.913
Garland,TX,Dallas County,-96.639,32.913
Summerfield,LA,Claiborne Parish,-92.83,32.913
Quinlan,TX,Hunt County,-96.136,32.911
Perkins,GA,Jenkins County,-81.953,32.91
Rolling Fork,MS,Sharkey County,-90.878,32.907
Walterboro,SC,Colleton County,-80.666,32.906
Piedra,AZ,Maricopa County,-112.987,32.905
Plain Dealing,LA,Bossier Parish,-93.697,32.905
Rowlett,TX,Dallas County,-96.564,32.903
Marion,LA,Union Parish,-92.242,32.902
Mayersville,MS,Issaquena County,-91.051,32.902
Alamogordo,NM,Otero County,-105.958,32.9
Avinger,TX,Cass County,-94.556,32.9
Randolph,AL,Bibb County,-86.911,32.9
Lafayette,AL,Chambers County,-85.401,32.9
Pima,AZ,Graham County,-109.829,32.896
Crystal Falls,TX,Stephens County,-98.901,32.896
Azle,TX,Tarrant County,-97.546,32.896
Sarepta,LA,Webster Parish,-93.449,32.893
Warm Springs,GA,Meriwether County,-84.681,32.891
Rockford,AL,Coosa County,-86.22,32.89
Upham,NM,Sierra County,-107.004,32.888
Mayhill,NM,Otero County,-105.482,32.888
Hosston,LA,Caddo Parish,-93.879,32.888
Thomaston,GA,Upson County,-84.327,32.888
Midway,MS,Yazoo County,-90.193,32.887
Minters Chapel,TX,Tarrant County,-97.061,32.886
Hamlin,TX,Fisher County,-100.127,32.885
Shelburn,LA,East Carroll Parish,-91.226,32.885
Pickens,MS,Holmes County,-89.972,32.884
Hilltonia,GA,Screven County,-81.658,32.884
Stanfield,AZ,Pinal County,-111.963,32.883
Preston,MS,Kemper County,-88.829,32.883
Kofa,AZ,Yuma County,-113.649,32.882
Gordon,GA,Wilkinson County,-83.332,32.882
Colleyville,TX,Tarrant County,-97.155,32.881
Eucalyptus Hills,CA,San Diego County,-116.948,32.88
Casa Grande,AZ,Pinal County,-111.759,32.88
La Palma,AZ,Pinal County,-111.517,32.88
Lomax,AL,Chilton County,-86.661,32.879
Bartow,GA,Jefferson County,-82.474,32.879
Antrim,LA,Bossier Parish,-93.706,32.878
West Point,GA,Troup County,-85.183,32.878
Akron,AL,Hale County,-87.743,32.877
Wesleyan College,GA,Bibb County,-83.716,32.877
Lodi,TX,Marion County,-94.28,32.876
Ivan,TX,Stephens County,-98.734,32.875
Emory,TX,Rains County,-95.766,32.875
Wardville,LA,Morehouse Parish,-91.906,32.875
Moreno,CA,San Diego County,-116.927,32.873
Mount Laguna,CA,San Diego County,-116.42,32.872
Vivian,LA,Caddo Parish,-93.988,32.872
Griswoldville,GA,Jones County,-83.488,32.871
Hampton,SC,Hampton County,-81.109,32.871
Lanett,AL,Chambers County,-85.19,32.869
Geiger,AL,Sumter County,-88.305,32.868
Lincoln Park,GA,Upson County,-84.33,32.868
Pinos Altos,NM,Grant County,-108.222,32.867
Wadley,GA,Jefferson County,-82.404,32.867
Avoca,TX,Jones County,-99.717,32.866
Pine Mountain,GA,Harris County,-84.854,32.865
Thomastown,MS,Leake County,-89.67,32.864
Culloden,GA,Monroe County,-84.094,32.863
Saginaw,TX,Tarrant County,-97.364,32.861
Oak Grove,LA,West Carroll Parish,-91.388,32.861
Weldon,LA,Claiborne Parish,-92.726,32.86
Galion,LA,Morehouse Parish,-91.754,32.86
Renfroe,MS,Leake County,-89.451,32.86
Lawley,AL,Bibb County,-86.952,32.86
Manchester,GA,Meriwether County,-84.62,32.86
Gifford,SC,Hampton County,-81.239,32.86
Sentinel,AZ,Maricopa County,-113.215,32.858
Watauga,TX,Tarrant County,-97.255,32.858
Lakeside,CA,San Diego County,-116.923,32.857
Maljamar,NM,Lea County,-103.767,32.857
Blue Mound,TX,Tarrant County,-97.339,32.857
Yazoo City,MS,Yazoo County,-90.406,32.856
Oconee,GA,Washington County,-82.949,32.856
Flinn Springs,CA,San Diego County,-116.855,32.855
Mimbres,NM,Grant County,-107.98,32.855
Dermott,TX,Scurry County,-101.016,32.855
North Charleston,SC,Charleston County,-79.975,32.855
Corinth,TX,Jones County,-99.87,32.854
Burnside,MS,Neshoba County,-89.104,32.854
Descanso,CA,San Diego County,-116.618,32.853
Rotan,TX,Fisher County,-100.466,32.852
Varnville,SC,Hampton County,-81.079,32.851
Thatcher,AZ,Graham County,-109.761,32.849
Fierro,NM,Grant County,-108.084,32.849
Imperial,CA,Imperial County,-115.572,32.848
McIntyre,GA,Wilkinson County,-83.191,32.847
University Park,TX,Dallas County,-96.805,32.846
Riverview Farms,CA,San Diego County,-116.934,32.845
Artesia,NM,Eddy County,-104.405,32.845
Bedford,TX,Tarrant County,-97.144,32.844
Lakeview,CA,San Diego County,-116.905,32.843
Celotex,TX,Fisher County,-100.18,32.841
Eutaw,AL,Greene County,-87.888,32.841
Macon,GA,Bibb County,-83.632,32.841
Clanton,AL,Chilton County,-86.629,32.839
Santee,CA,San Diego County,-116.975,32.838
Johnstown,CA,San Diego County,-116.898,32.838
Chisholm,TX,Rockwall County,-96.372,32.838
Flats,TX,Rains County,-95.883,32.838
Euless,TX,Tarrant County,-97.083,32.837
Alpine,CA,San Diego County,-116.769,32.835
North Richland Hills,TX,Tarrant County,-97.23,32.835
Safford,AZ,Graham County,-109.709,32.834
Radium,TX,Jones County,-99.998,32.834
Garner,TX,Parker County,-97.986,32.834
Lassater,TX,Marion County,-94.503,32.834
Glenview,CA,San Diego County,-116.907,32.832
Highland Park,TX,Dallas County,-96.805,32.832
Winter Gardens,CA,San Diego County,-116.936,32.831
Melody Hills,TX,Tarrant County,-97.31,32.831
Haile,LA,Union Parish,-92.147,32.831
Dadeville,AL,Tallapoosa County,-85.764,32.831
El Cajon,CA,San Diego County,-116.947,32.83
Sheltons,LA,Morehouse Parish,-91.908,32.83
Scooba,MS,Kemper County,-88.477,32.828
Gilliam,LA,Caddo Parish,-93.846,32.827
Benton,MS,Yazoo County,-90.26,32.827
Toomsboro,GA,Wilkinson County,-83.079,32.827
Harrison,GA,Washington County,-82.725,32.826
Aztec,AZ,Yuma County,-113.451,32.825
Hurst,TX,Tarrant County,-97.171,32.824
McCoy,TX,Kaufman County,-96.108,32.824
Lakeside,TX,Tarrant County,-97.495,32.823
Bernice,LA,Union Parish,-92.658,32.822
Holly Bluff,MS,Yazoo County,-90.709,32.822
Harbison Canyon,CA,San Diego County,-116.832,32.821
Cotton Valley,LA,Webster Parish,-93.418,32.82
Midville,GA,Burke County,-82.234,32.819
Whitesville,GA,Harris County,-85.031,32.818
Ogilby,CA,Imperial County,-114.84,32.817
Growler,AZ,Yuma County,-113.8,32.816
Solomon,AZ,Graham County,-109.631,32.816
Richland Hills,TX,Tarrant County,-97.229,32.816
Sheldon,AZ,Greenlee County,-109.174,32.815
Valley,AL,Chambers County,-85.175,32.815
Irving,TX,Dallas County,-96.949,32.814
Smithland,TX,Marion County,-94.169,32.814
Luray,SC,Hampton County,-81.24,32.814
Dunken,NM,Chaves County,-105.203,32.812
Royston,TX,Fisher County,-100.299,32.812
Irwinton,GA,Wilkinson County,-83.173,32.812
Holtville,CA,Imperial County,-115.381,32.811
San Lorenzo,NM,Grant County,-107.922,32.81
Hope,NM,Eddy County,-104.738,32.81
Arvana,TX,Dawson County,-101.915,32.81
Shiloh,GA,Harris County,-84.696,32.81
Bettie,TX,Upshur County,-94.962,32.809
Mineral Wells,TX,Palo Pinto County,-98.113,32.808
North Roby,TX,Fisher County,-100.388,32.807
Vaughan,MS,Yazoo County,-90.042,32.807
Lizella,GA,Bibb County,-83.82,32.807
Sansom Park Village,TX,Tarrant County,-97.404,32.806
Berea,TX,Marion County,-94.403,32.806
Cary,MS,Sharkey County,-90.927,32.806
Suncrest,CA,San Diego County,-116.867,32.805
Lake Worth,TX,Tarrant County,-97.446,32.805
Lake Providence,LA,East Carroll Parish,-91.17,32.805
Millen,GA,Jenkins County,-81.949,32.804
Weed,NM,Otero County,-105.52,32.803
Santa Rita,NM,Grant County,-108.063,32.802
Lueders,TX,Jones County,-99.62,32.802
Ore City,TX,Upshur County,-94.721,32.801
Camp Hill,AL,Tallapoosa County,-85.654,32.801
Pine Mountain Valley,GA,Harris County,-84.822,32.801
Haltom City,TX,Tarrant County,-97.27,32.8
Edinburg,MS,Leake County,-89.336,32.8
Musella,GA,Crawford County,-84.032,32.798
Dateland,AZ,Yuma County,-113.542,32.797
Sunnyvale,TX,Dallas County,-96.561,32.797
Quitman,TX,Wood County,-95.451,32.796
Lisbon,LA,Claiborne Parish,-92.866,32.796
Hanover,NM,Grant County,-108.094,32.795
Sacramento,NM,Otero County,-105.562,32.795
Mount Pleasant,SC,Charleston County,-79.862,32.794
Plaster City,CA,Imperial County,-115.861,32.793
Seeley,CA,Imperial County,-115.692,32.793
Brand,TX,Scurry County,-100.961,32.793
Alba,TX,Wood County,-95.635,32.793
Johns Island,SC,Charleston County,-80.108,32.793
El Centro,CA,Imperial County,-115.565,32.792
Toltec,AZ,Pinal County,-111.616,32.792
Arrey,NM,Sierra County,-107.32,32.792
Homer,LA,Claiborne Parish,-93.056,32.792
Forest,LA,West Carroll Parish,-91.414,32.792
Hendersonville,SC,Colleton County,-80.719,32.791
Maplesville,AL,Chilton County,-86.871,32.789
Gray,TX,Marion County,-94.074,32.788
Cummings,SC,Hampton County,-80.99,32.787
Isle of Palms,SC,Charleston County,-79.794,32.787
Cusseta,AL,Chambers County,-85.306,32.785
Dallas,TX,Dallas County,-96.801,32.784
McCaulley,TX,Fisher County,-100.205,32.782
Camden,MS,Madison County,-89.839,32.782
Saint Andrews,SC,Charleston County,-79.985,32.782
Grossmont,CA,San Diego County,-116.989,32.779
Bastrop,LA,Morehouse Parish,-91.914,32.779
River Oaks,TX,Tarrant County,-97.395,32.777
Charleston,SC,Charleston County,-79.93,32.777
Cooper,AL,Chilton County,-86.546,32.776
Central,NM,Grant County,-108.157,32.775
Alden Bridge,LA,Bossier Parish,-93.721,32.775
Mer Rouge,LA,Morehouse Parish,-91.793,32.775
Farmerville,LA,Union Parish,-92.406,32.774
Silver City,NM,Grant County,-108.282,32.773
Philadelphia,MS,Neshoba County,-89.117,32.772
Gail,TX,Borden County,-101.446,32.771
Donovan,GA,Johnson County,-82.713,32.771
Jacksonboro,SC,Colleton County,-80.454,32.77
Electric Mills,MS,Kemper County,-88.464,32.769
La Mesa,CA,San Diego County,-117.045,32.768
Palo Pinto,TX,Palo Pinto County,-98.299,32.768
De Kalb,MS,Kemper County,-88.651,32.768
Mesquite,TX,Dallas County,-96.6,32.767
Emmalane,GA,Jenkins County,-82.015,32.765
Ravenel,SC,Charleston County,-80.241,32.765
Calavo Gardens,CA,San Diego County,-116.963,32.763
San Juan,NM,Grant County,-107.907,32.762
Bayard,NM,Grant County,-108.135,32.76
Garfield,NM,Dona Ana County,-107.267,32.76
Weatherford,TX,Parker County,-97.798,32.76
White Settlement,TX,Tarrant County,-97.459,32.76
Black Gap,AZ,Maricopa County,-112.826,32.759
Cactus Flat,AZ,Graham County,-109.717,32.759
Couchwood,LA,Webster Parish,-93.391,32.759
Westworth,TX,Tarrant County,-97.411,32.758
Heiberger,AL,Perry County,-87.287,32.758
Hamilton,GA,Harris County,-84.875,32.758
Kinter,AZ,Yuma County,-114.399,32.757
Anson,TX,Jones County,-99.897,32.757
Jefferson,TX,Marion County,-94.346,32.757
Eloy,AZ,Pinal County,-111.556,32.756
Breckenridge,TX,Stephens County,-98.903,32.756
Boligee,AL,Greene County,-88.029,32.756
Dome,AZ,Yuma County,-114.363,32.755
Estill,SC,Hampton County,-81.242,32.755
Roll,AZ,Yuma County,-113.991,32.752
Chuichu,AZ,Pinal County,-111.784,32.752
Funston,TX,Jones County,-99.801,32.752
Brad,TX,Palo Pinto County,-98.509,32.752
Sawyerville,AL,Hale County,-87.73,32.752
Sylvania,GA,Screven County,-81.636,32.751
Verbena,AL,Chilton County,-86.511,32.75
Casa de Oro,CA,San Diego County,-116.983,32.749
Belcher,LA,Caddo Parish,-93.833,32.749
Valmont,NM,Otero County,-105.99,32.748
Millsap,TX,Parker County,-98.01,32.748
Forney,TX,Kaufman County,-96.473,32.748
Early Branch,SC,Hampton County,-80.931,32.748
Grand Prairie,TX,Dallas County,-96.998,32.746
Summertown,GA,Emanuel County,-82.276,32.746
Spring Valley,CA,San Diego County,-117.001,32.745
Roby,TX,Fisher County,-100.378,32.745
Westover Hills,TX,Tarrant County,-97.414,32.745
Hico,LA,Lincoln Parish,-92.714,32.745
Grama,NM,Dona Ana County,-107.033,32.744
